Stock Name,CTG,CTG,CTG,CTG,CTG,CTG,ACB,ACB,ACB,ACB,ACB,ACB,VCB,VCB,VCB,VCB,VCB,VCB,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,SP500,SP500,SP500,SP500,SP500,SP500,NASDAQ,NASDAQ,NASDAQ,NASDAQ,NASDAQ,NASDAQ,VNM,VNM,VNM,VNM,VNM,VNM,FPT,FPT,FPT,FPT,FPT,FPT,GAS,GAS,GAS,GAS,GAS,GAS,BID,BID,BID,BID,BID,BID
Stock Info,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume
36,2015-03-04,12617.2,12748.6,12420.0,12617.2,3802260.0,2015-03-04,4432.6,4432.6,4380.5,4406.6,1515426.0,2015-03-04,20460.0,20460.0,20091.0,20460.0,768762.0,2015-02-25,32.89,32.9,32.04,32.2,298846976,2015-02-25,2115.3,2119.6,2109.9,2113.9,0.0,2015-02-25,4960.36,4984.24,4955.99,4967.14,422943936.0,2015-03-04,75000.0,75694.0,74305.0,75694.0,107237.0,2015-03-04,12297.6,12622.6,12297.6,12497.6,3033400.0,2015-03-04,78500.0,79500.0,78000.0,79500.0,806850.0,2015-03-04,11819.0,11882.5,11628.4,11819.0,4164646.0
37,2015-03-05,12682.9,12748.6,12354.3,12354.3,3351124.0,2015-03-05,4406.6,4432.6,4380.5,4380.5,584793.0,2015-03-05,20407.0,20407.0,19985.0,19985.0,1193279.0,2015-02-26,32.2,32.72,31.65,32.6,365150112,2015-02-26,2113.9,2113.9,2103.8,2110.7,0.0,2015-02-26,4969.27,4989.11,4955.51,4987.89,437964864.0,2015-03-05,75694.0,75694.0,74305.0,75000.0,132120.0,2015-03-05,12622.6,12747.5,12497.6,12497.6,1201574.0,2015-03-05,80500.0,81500.0,80000.0,80500.0,1020720.0,2015-03-05,11819.0,11882.5,11501.3,11501.3,3703533.0
38,2015-03-06,12288.6,12814.3,12157.2,12551.4,4800988.0,2015-03-06,4380.5,4458.7,4354.4,4432.6,1183434.0,2015-03-06,19933.0,20038.0,19353.0,19669.0,2431157.0,2015-02-27,32.5,32.64,32.06,32.12,248059392,2015-02-27,2110.9,2112.7,2103.8,2104.5,0.0,2015-02-27,4985.03,4989.25,4960.88,4963.53,485689152.0,2015-03-06,75000.0,75694.0,74305.0,74305.0,165010.0,2015-03-06,12497.6,12622.6,12472.6,12497.6,1023265.0,2015-03-06,81000.0,81000.0,79500.0,79500.0,361220.0,2015-03-06,11437.7,11882.5,11374.2,11755.4,4838075.0
39,2015-03-09,12617.2,12617.2,12288.6,12288.6,1902782.0,2015-03-09,4432.6,4458.7,4380.5,4406.6,587251.0,2015-03-09,19669.0,19669.0,19036.0,19195.0,2033460.0,2015-03-02,32.31,32.57,32.08,32.27,192386656,2015-03-02,2105.2,2117.5,2104.5,2117.4,0.0,2015-03-02,4973.43,5008.57,4972.01,5008.1,468541664.0,2015-03-09,74305.0,75000.0,74305.0,74305.0,101304.0,2015-03-09,12472.6,12497.6,12297.6,12297.6,1266181.0,2015-03-09,79500.0,80000.0,78000.0,78000.0,332440.0,2015-03-09,11755.4,11819.0,11437.7,11501.3,2213233.0
40,2015-03-10,12222.9,12485.7,12222.9,12354.3,1546305.0,2015-03-10,4406.6,4432.6,4380.5,4432.6,355310.0,2015-03-10,19036.0,19511.0,19036.0,19405.0,1028202.0,2015-03-03,32.24,32.38,32.02,32.34,151265136,2015-03-03,2115.8,2115.8,2098.3,2107.8,0.0,2015-03-03,4990.7,4996.66,4956.07,4979.9,481226656.0,2015-03-10,74305.0,75000.0,74305.0,75000.0,207778.0,2015-03-10,12372.6,12422.6,12322.6,12422.6,1002655.0,2015-03-10,78000.0,79000.0,78000.0,78500.0,431920.0,2015-03-10,11437.7,11691.9,11437.7,11628.4,2239196.0
41,2015-03-11,12354.3,12682.9,12222.9,12354.3,3522438.0,2015-03-11,4432.6,4510.9,4432.6,4458.7,2064172.0,2015-03-11,19405.0,19458.0,19195.0,19247.0,993423.0,2015-03-04,32.27,32.39,32.08,32.13,126665360,2015-03-04,2107.7,2107.7,2087.6,2098.5,0.0,2015-03-04,4961.24,4973.32,4938.9,4967.14,433194336.0,2015-03-11,75000.0,75694.0,74305.0,75000.0,235987.0,2015-03-11,12422.6,12422.6,12347.6,12372.6,895059.0,2015-03-11,78500.0,78500.0,77000.0,77500.0,359610.0,2015-03-11,11501.3,11819.0,11501.3,11628.4,2410670.0
42,2015-03-12,12485.7,12551.4,12354.3,12420.0,1870670.0,2015-03-12,4406.6,4458.7,4328.3,4432.6,176034.0,2015-03-12,19195.0,19458.0,19195.0,19405.0,651401.0,2015-03-05,32.15,32.19,31.44,31.6,226068576,2015-03-05,2098.5,2104.2,2095.2,2101.0,0.0,2015-03-05,4979.95,4993.52,4963.1,4982.81,417033312.0,2015-03-12,75000.0,75694.0,74305.0,75694.0,187690.0,2015-03-12,12372.6,12372.6,12272.6,12297.6,1124022.0,2015-03-12,77000.0,78000.0,77000.0,77500.0,199670.0,2015-03-12,11628.4,11755.4,11628.4,11691.9,1648648.0
43,2015-03-13,12551.4,12682.9,12485.7,12551.4,3077019.0,2015-03-13,4432.6,4458.7,4406.6,4406.6,598542.0,2015-03-13,19511.0,19722.0,19353.0,19353.0,857889.0,2015-03-06,32.1,32.34,31.57,31.65,291368256,2015-03-06,2100.9,2100.9,2067.3,2071.3,0.0,2015-03-06,4967.24,4982.93,4918.62,4927.37,462812448.0,2015-03-13,75000.0,75694.0,74305.0,75000.0,235613.0,2015-03-13,12372.6,12422.6,12272.6,12297.6,868496.0,2015-03-13,77000.0,78000.0,76500.0,76500.0,202010.0,2015-03-13,11755.4,11946.1,11755.4,11819.0,3204067.0
44,2015-03-16,12485.7,12551.4,12354.3,12354.3,1641249.0,2015-03-16,4432.6,4432.6,4380.5,4406.6,1251003.0,2015-03-16,18456.0,19142.0,18456.0,18614.0,3563662.0,2015-03-09,31.99,32.39,31.27,31.79,354113952,2015-03-09,2072.2,2083.5,2072.2,2079.4,0.0,2015-03-09,4936.08,4950.47,4920.82,4942.44,405494432.0,2015-03-16,75000.0,75694.0,75000.0,75694.0,221386.0,2015-03-16,12297.6,12347.6,12297.6,12347.6,654891.0,2015-03-16,77500.0,78500.0,76500.0,76500.0,291740.0,2015-03-16,11755.4,11819.0,11628.4,11628.4,1846678.0
45,2015-03-17,12354.3,12485.7,12288.6,12288.6,1745472.0,2015-03-17,4406.6,4432.6,4406.6,4406.6,435743.0,2015-03-17,18720.0,19036.0,18720.0,18825.0,1034869.0,2015-03-10,31.6,31.8,30.95,31.13,275426336,2015-03-10,2076.1,2076.1,2044.2,2044.2,0.0,2015-03-10,4899.51,4903.44,4859.8,4859.8,460955648.0,2015-03-17,75694.0,75694.0,75000.0,75694.0,98309.0,2015-03-17,12372.6,12622.6,12372.6,12497.6,2190918.0,2015-03-17,77000.0,77500.0,76500.0,77000.0,295300.0,2015-03-17,11628.4,11755.4,11564.8,11628.4,1594957.0
46,2015-03-18,12222.9,12222.9,11894.3,11960.0,4010385.0,2015-03-18,3989.4,4432.6,3989.4,4406.6,952970.0,2015-03-18,18773.0,18931.0,18614.0,18878.0,525462.0,2015-03-11,31.19,31.19,30.53,30.56,275755904,2015-03-11,2044.7,2050.1,2039.7,2040.2,0.0,2015-03-11,4866.94,4876.09,4846.79,4849.94,456592288.0,2015-03-18,75000.0,75694.0,75000.0,75694.0,124690.0,2015-03-18,12497.6,12497.6,12397.6,12397.6,697453.0,2015-03-18,77000.0,77000.0,75500.0,76000.0,152790.0,2015-03-18,11564.8,11628.4,11374.2,11437.7,3286026.0
47,2015-03-19,12025.7,12091.4,11828.6,11828.6,1853284.0,2015-03-19,4432.6,4693.4,4406.6,4406.6,474269.0,2015-03-19,18773.0,18773.0,18614.0,18720.0,1764528.0,2015-03-12,30.58,31.23,30.41,31.11,193450880,2015-03-12,2041.1,2066.4,2041.1,2065.9,0.0,2015-03-12,4853.98,4895.8,4853.2,4893.29,451952000.0,2015-03-19,75000.0,75694.0,74305.0,75000.0,168221.0,2015-03-19,12472.6,12497.6,12372.6,12372.6,770731.0,2015-03-19,77000.0,77000.0,75500.0,75500.0,215120.0,2015-03-19,11501.3,11564.8,11183.6,11247.1,2396649.0
48,2015-03-20,11828.6,11960.0,11762.9,11894.3,2402462.0,2015-03-20,4406.6,4458.7,4406.6,4458.7,427509.0,2015-03-20,18614.0,19195.0,18614.0,18984.0,6991050.0,2015-03-13,31.1,31.35,30.64,30.9,207309136,2015-03-13,2064.6,2064.6,2041.2,2053.4,0.0,2015-03-13,4885.54,4904.47,4842.8,4871.76,439585472.0,2015-03-20,74305.0,75000.0,74305.0,74305.0,117749.0,2015-03-20,12372.6,12472.6,12347.6,12447.6,868160.0,2015-03-20,75500.0,76500.0,75000.0,75500.0,384350.0,2015-03-20,11183.6,11437.7,11183.6,11374.2,1544821.0
49,2015-03-23,11960.0,12025.7,11565.7,11565.7,2850592.0,2015-03-23,4432.6,4432.6,4406.6,4406.6,211026.0,2015-03-23,18984.0,19089.0,18509.0,18562.0,1704908.0,2015-03-16,30.97,31.24,30.72,31.24,143497200,2015-03-16,2055.3,2081.4,2055.3,2081.2,0.0,2015-03-16,4897.27,4929.94,4889.09,4929.51,417726336.0,2015-03-23,74305.0,75000.0,73611.0,74305.0,160863.0,2015-03-23,12447.6,12472.6,12347.6,12347.6,839307.0,2015-03-23,76500.0,77500.0,75500.0,76000.0,476500.0,2015-03-23,11374.2,11501.3,10929.4,10992.9,2330252.0
50,2015-03-24,11565.7,11631.4,11237.2,11500.0,3201467.0,2015-03-24,4406.6,4406.6,4354.4,4380.5,818240.0,2015-03-24,18456.0,18667.0,18193.0,18614.0,2824977.0,2015-03-17,31.48,31.83,31.41,31.76,204092416,2015-03-17,2080.6,2080.6,2065.1,2074.3,0.0,2015-03-17,4912.65,4944.91,4907.02,4937.44,415815456.0,2015-03-24,74305.0,74305.0,73611.0,74305.0,137434.0,2015-03-24,12372.6,12372.6,12197.6,12272.6,1065705.0,2015-03-24,76000.0,76500.0,73500.0,75000.0,384090.0,2015-03-24,10865.8,10929.4,10611.7,10929.4,3668709.0
51,2015-03-25,11565.7,11828.6,11500.0,11697.2,2439867.0,2015-03-25,4380.5,4432.6,4380.5,4432.6,450977.0,2015-03-25,18509.0,18720.0,18456.0,18667.0,1139517.0,2015-03-18,31.75,32.29,31.59,32.12,261083776,2015-03-18,2072.8,2106.8,2061.2,2099.5,0.0,2015-03-18,4926.83,5001.57,4907.72,4982.83,473041888.0,2015-03-25,74305.0,74305.0,72917.0,74305.0,132149.0,2015-03-25,12372.6,12372.6,12247.6,12297.6,675103.0,2015-03-25,75000.0,75500.0,70000.0,70000.0,1296740.0,2015-03-25,10992.9,11183.6,10865.8,11056.5,1451526.0
52,2015-03-26,11565.7,11960.0,11565.7,11631.4,3820395.0,2015-03-26,4432.6,4458.7,4406.6,4432.6,609187.0,2015-03-26,18404.0,18825.0,18404.0,18456.0,2306854.0,2015-03-19,32.19,32.31,31.85,31.87,183237952,2015-03-19,2098.7,2098.7,2085.6,2089.3,0.0,2015-03-19,4982.02,5000.02,4979.94,4992.38,388563296.0,2015-03-26,73611.0,74305.0,72917.0,74305.0,140875.0,2015-03-26,12347.6,12347.6,12297.6,12322.6,842910.0,2015-03-26,68000.0,69000.0,65500.0,67000.0,1157060.0,2015-03-26,10929.4,11437.7,10929.4,11310.6,2772736.0
53,2015-03-27,11828.6,11828.6,11500.0,11565.7,2079169.0,2015-03-27,4432.6,4432.6,4380.5,4380.5,553891.0,2015-03-27,18456.0,18773.0,18404.0,18614.0,2501284.0,2015-03-20,32.06,32.1,31.29,31.48,274780544,2015-03-20,2090.3,2113.9,2090.3,2108.1,0.0,2015-03-20,5033.47,5042.14,5020.06,5026.42,1069260864.0,2015-03-27,73611.0,74305.0,72917.0,72917.0,115718.0,2015-03-27,12397.6,12397.6,12297.6,12297.6,692720.0,2015-03-27,68500.0,69500.0,65500.0,65500.0,719800.0,2015-03-27,11374.2,11437.7,11183.6,11247.1,1945318.0
54,2015-03-30,11500.0,11631.4,11171.4,11302.9,2281343.0,2015-03-30,4354.4,4406.6,4354.4,4380.5,687739.0,2015-03-30,18509.0,18720.0,18509.0,18509.0,1144840.0,2015-03-23,31.78,31.96,31.63,31.8,150838688,2015-03-23,2108.0,2114.9,2104.4,2104.4,0.0,2015-03-23,5020.6,5031.39,5010.97,5010.97,394239936.0,2015-03-30,73611.0,73611.0,72222.0,72917.0,102758.0,2015-03-30,12347.6,12347.6,12097.7,12097.7,1261204.0,2015-03-30,65500.0,67000.0,64000.0,64000.0,444770.0,2015-03-30,11247.1,11310.6,10992.9,10992.9,1664026.0
55,2015-03-31,11237.2,11500.0,11237.2,11368.6,2357133.0,2015-03-31,4380.5,4406.6,4354.4,4354.4,211794.0,2015-03-31,18509.0,18773.0,18456.0,18509.0,1166510.0,2015-03-24,31.81,32.01,31.64,31.67,131369216,2015-03-24,2103.9,2107.6,2091.5,2091.5,0.0,2015-03-24,5010.1,5032.48,4994.56,4994.73,383803552.0,2015-03-31,72917.0,73611.0,72222.0,73611.0,132711.0,2015-03-31,12097.7,12172.6,12097.7,12097.7,712200.0,2015-03-31,64000.0,66500.0,63500.0,66000.0,1041160.0,2015-03-31,10865.8,11310.6,10865.8,11183.6,1540107.0
56,2015-04-01,11368.6,11500.0,11105.7,11171.4,2420880.0,2015-04-01,4354.4,4380.5,4302.3,4302.3,928392.0,2015-04-01,18509.0,18614.0,18351.0,18456.0,1518816.0,2015-03-25,31.64,31.7,30.84,30.84,206620704,2015-03-25,2093.1,2097.4,2061.1,2061.1,0.0,2015-03-25,5002.83,5006.76,4876.52,4876.52,518105408.0,2015-04-01,73611.0,73611.0,72222.0,72917.0,217987.0,2015-04-01,12172.6,12172.6,11922.7,11922.7,827155.0,2015-04-01,66000.0,66500.0,61500.0,62000.0,1028480.0,2015-04-01,11183.6,11247.1,10992.9,10992.9,1670477.0
57,2015-04-02,11171.4,11500.0,11105.7,11500.0,2544194.0,2015-04-02,4302.3,4380.5,4302.3,4328.3,584245.0,2015-04-02,18456.0,18878.0,18404.0,18825.0,927654.0,2015-03-26,30.69,31.22,30.65,31.06,190291472,2015-03-26,2059.9,2067.2,2045.5,2056.2,0.0,2015-03-26,4835.72,4889.21,4825.93,4863.36,488336544.0,2015-04-02,72222.0,73611.0,72222.0,73611.0,139853.0,2015-04-02,11947.7,12122.7,11922.7,12022.7,513037.0,2015-04-02,62500.0,63500.0,61000.0,63000.0,546750.0,2015-04-02,11120.0,11374.2,10992.9,11374.2,1674243.0
58,2015-04-03,11500.0,11631.4,11434.3,11434.3,2171750.0,2015-04-03,4328.3,4380.5,4302.3,4380.5,188186.0,2015-04-03,18825.0,18878.0,18720.0,18825.0,749710.0,2015-03-27,31.14,31.18,30.73,30.81,158184608,2015-03-27,2055.8,2062.8,2053.0,2061.0,0.0,2015-03-27,4863.74,4899.26,4859.65,4891.22,429394912.0,2015-04-03,72917.0,73611.0,72222.0,72917.0,81446.0,2015-04-03,12122.7,12197.6,12022.7,12197.6,356131.0,2015-04-03,64000.0,64000.0,62500.0,64000.0,291480.0,2015-04-03,11374.2,11437.7,11247.1,11310.6,1909098.0
59,2015-04-06,11434.3,11500.0,11302.9,11302.9,1770757.0,2015-04-06,4380.5,4380.5,4354.4,4380.5,18196.0,2015-04-06,18720.0,18825.0,18720.0,18720.0,596226.0,2015-03-30,31.01,31.6,31.0,31.59,188398688,2015-03-30,2064.1,2089.0,2064.1,2086.2,0.0,2015-03-30,4921.78,4948.46,4921.12,4947.44,419655328.0,2015-04-06,72917.0,73611.0,72222.0,72222.0,123207.0,2015-04-06,12197.6,12272.6,12122.7,12122.7,513464.0,2015-04-06,64000.0,64000.0,62500.0,62500.0,524550.0,2015-04-06,11310.6,11374.2,11247.1,11310.6,749923.0
60,2015-04-07,11237.2,11500.0,11171.4,11368.6,5680158.0,2015-04-07,4380.5,4380.5,4328.3,4354.4,171938.0,2015-04-07,18720.0,18931.0,18509.0,18878.0,1199067.0,2015-03-31,31.52,31.62,31.09,31.11,168362208,2015-03-31,2084.1,2084.1,2067.0,2067.9,0.0,2015-03-31,4925.91,4940.87,4899.31,4900.88,509763008.0,2015-04-07,72222.0,73611.0,72222.0,73611.0,165744.0,2015-04-07,12097.7,12247.6,12097.7,12222.6,458659.0,2015-04-07,62500.0,63500.0,61500.0,62500.0,409230.0,2015-04-07,11247.1,11691.9,11247.1,11691.9,3471456.0
61,2015-04-08,11500.0,11565.7,11302.9,11368.6,4046925.0,2015-04-08,4328.3,4354.4,4328.3,4328.3,223324.0,2015-04-08,18825.0,18878.0,18667.0,18720.0,1791211.0,2015-04-01,31.2,31.28,30.77,31.06,162485744,2015-04-01,2067.6,2067.6,2048.4,2059.7,0.0,2015-04-01,4894.36,4899.38,4844.39,4880.23,457083424.0,2015-04-08,73611.0,74305.0,73611.0,73611.0,210341.0,2015-04-08,12247.6,12272.6,12197.6,12222.6,496336.0,2015-04-08,63500.0,64000.0,62000.0,62500.0,406840.0,2015-04-08,11691.9,11819.0,11628.4,11755.4,1198765.0
62,2015-04-09,11434.3,11697.2,11302.9,11697.2,4876158.0,2015-04-09,4328.3,4328.3,4276.2,4302.3,563981.0,2015-04-09,18667.0,19089.0,18667.0,18878.0,916923.0,2015-04-02,31.26,31.39,31.05,31.33,128880528,2015-04-02,2060.0,2072.2,2057.3,2067.0,0.0,2015-04-02,4885.41,4901.32,4872.96,4886.94,383825184.0,2015-04-09,73611.0,74305.0,73611.0,73611.0,106690.0,2015-04-09,12222.6,12247.6,12122.7,12222.6,790638.0,2015-04-09,62500.0,62500.0,61500.0,62000.0,319300.0,2015-04-09,11691.9,12009.6,11691.9,12009.6,3231505.0
63,2015-04-10,11697.2,12091.4,11697.2,11828.6,4795980.0,2015-04-10,4302.3,4354.4,4302.3,4328.3,97758.0,2015-04-10,18878.0,19195.0,18878.0,18984.0,975422.0,2015-04-06,31.12,31.88,31.08,31.84,148775904,2015-04-06,2064.9,2087.0,2056.5,2080.6,0.0,2015-04-06,4855.94,4929.62,4852.91,4917.32,466904416.0,2015-04-10,73611.0,75694.0,73611.0,75000.0,334714.0,2015-04-10,12222.6,12347.6,12197.6,12297.6,1053889.0,2015-04-10,62000.0,62500.0,61500.0,62000.0,418270.0,2015-04-10,11946.1,12263.8,11946.1,12073.2,5071771.0
64,2015-04-13,11894.3,11960.0,11697.2,11894.3,3147103.0,2015-04-13,4354.4,4354.4,4328.3,4328.3,135733.0,2015-04-13,19089.0,19195.0,18984.0,19195.0,1148836.0,2015-04-07,31.91,32.03,31.5,31.5,140049072,2015-04-07,2080.8,2089.8,2076.1,2076.3,0.0,2015-04-07,4917.5,4948.88,4909.77,4910.23,373964128.0,2015-04-13,76389.0,77083.0,75000.0,76389.0,397268.0,2015-04-13,12297.6,12347.6,12272.6,12297.6,500916.0,2015-04-13,62000.0,64000.0,62000.0,63000.0,404770.0,2015-04-13,12073.2,12200.2,11882.5,12073.2,1957246.0
65,2015-04-14,12025.7,12157.2,11762.9,11762.9,5556458.0,2015-04-14,4302.3,4328.3,4276.2,4328.3,212084.0,2015-04-14,19300.0,19353.0,19142.0,19195.0,1879201.0,2015-04-08,31.46,31.6,31.24,31.4,149316976,2015-04-08,2076.9,2086.7,2073.3,2081.9,0.0,2015-04-08,4914.15,4956.72,4914.15,4950.82,409413728.0,2015-04-14,77083.0,77083.0,75694.0,76389.0,289167.0,2015-04-14,12297.6,12297.6,12172.6,12172.6,684813.0,2015-04-14,63500.0,65000.0,63000.0,64000.0,548310.0,2015-04-14,12073.2,12327.3,12009.6,12073.2,6711901.0
66,2015-04-15,11697.2,11960.0,11631.4,11894.3,2917476.0,2015-04-15,4302.3,4328.3,4276.2,4302.3,154697.0,2015-04-15,19142.0,19353.0,19142.0,19300.0,1180256.0,2015-04-09,31.46,31.64,31.16,31.64,129935896,2015-04-09,2081.3,2093.3,2074.3,2091.2,0.0,2015-04-09,4950.84,4975.93,4928.11,4974.56,387111680.0,2015-04-15,76389.0,76389.0,75000.0,75694.0,185170.0,2015-04-15,12222.6,12247.6,12122.7,12222.6,680904.0,2015-04-15,64500.0,68000.0,64500.0,67500.0,1192200.0,2015-04-15,11946.1,12136.7,11946.1,12073.2,2724680.0
67,2015-04-16,11894.3,12091.4,11828.6,12091.4,4357376.0,2015-04-16,4302.3,4328.3,4250.1,4302.3,303225.0,2015-04-16,19300.0,19827.0,19247.0,19669.0,1781564.0,2015-04-10,31.49,31.8,31.32,31.77,160751808,2015-04-10,2091.5,2102.6,2091.5,2102.1,0.0,2015-04-10,4977.03,4996.08,4970.02,4995.98,341083872.0,2015-04-16,75694.0,75694.0,75000.0,75000.0,101693.0,2015-04-16,12222.6,12297.6,12172.6,12197.6,466628.0,2015-04-16,69500.0,69500.0,67500.0,67500.0,648620.0,2015-04-16,12073.2,12518.0,12073.2,12454.4,6478744.0
68,2015-04-17,12025.7,12157.2,11960.0,11960.0,3353705.0,2015-04-17,4302.3,4328.3,4276.2,4328.3,135715.0,2015-04-17,19669.0,19880.0,19669.0,19722.0,1581674.0,2015-04-13,32.09,32.14,31.65,31.71,145460496,2015-04-13,2102.0,2107.7,2092.3,2092.4,0.0,2015-04-13,5001.56,5024.25,4985.96,4988.25,369220544.0,2015-04-17,75000.0,75694.0,75000.0,75000.0,87523.0,2015-04-17,12222.6,12872.5,12222.6,12747.5,4572755.0,2015-04-17,67500.0,69000.0,66500.0,66500.0,1311260.0,2015-04-17,12454.4,12581.5,12263.8,12263.8,3537431.0
69,2015-04-20,11894.3,11960.0,11762.9,11894.3,2370182.0,2015-04-20,4302.3,4328.3,4276.2,4302.3,165257.0,2015-04-20,19775.0,19775.0,19458.0,19669.0,907035.0,2015-04-14,31.75,31.82,31.48,31.57,102098368,2015-04-14,2092.3,2098.6,2083.2,2095.8,0.0,2015-04-14,4988.82,4996.82,4952.01,4977.29,364235936.0,2015-04-20,75694.0,75694.0,74305.0,75000.0,189317.0,2015-04-20,12747.5,12747.5,12472.6,12622.6,1095138.0,2015-04-20,66500.0,67000.0,65000.0,65500.0,594950.0,2015-04-20,12200.2,12263.8,12073.2,12136.7,1691293.0
70,2015-04-21,11960.0,12091.4,11828.6,11828.6,3246022.0,2015-04-21,4302.3,4302.3,4250.1,4250.1,192367.0,2015-04-21,19564.0,19669.0,19300.0,19353.0,1180635.0,2015-04-15,31.6,31.78,31.5,31.7,115881680,2015-04-15,2097.8,2111.9,2097.8,2106.6,0.0,2015-04-15,4992.62,5021.19,4989.24,5011.02,425846976.0,2015-04-21,75000.0,75694.0,74305.0,75000.0,64829.0,2015-04-21,12622.6,12747.5,12497.6,12497.6,805965.0,2015-04-21,65000.0,66500.0,65000.0,65000.0,493320.0,2015-04-21,12073.2,12263.8,11946.1,11946.1,2902855.0
71,2015-04-22,11697.2,11828.6,11434.3,11565.7,4661477.0,2015-04-22,4250.1,4328.3,4250.1,4302.3,387582.0,2015-04-22,19353.0,19564.0,19353.0,19511.0,1153728.0,2015-04-16,31.57,31.77,31.53,31.54,113475952,2015-04-16,2106.0,2111.3,2100.0,2105.0,0.0,2015-04-16,4999.36,5016.0,4996.0,5007.79,383966336.0,2015-04-22,75000.0,75694.0,74305.0,75000.0,65506.0,2015-04-22,12497.6,12747.5,12497.6,12497.6,1646005.0,2015-04-22,65000.0,65500.0,64500.0,65000.0,337590.0,2015-04-22,11946.1,12073.2,11691.9,11819.0,3561985.0
72,2015-04-23,11500.0,11697.2,11434.3,11631.4,2486951.0,2015-04-23,4302.3,4328.3,4250.1,4302.3,143325.0,2015-04-23,19511.0,19564.0,19353.0,19511.0,703871.0,2015-04-17,31.39,31.54,31.11,31.19,207828192,2015-04-17,2102.6,2102.6,2072.4,2081.2,0.0,2015-04-17,4966.11,4974.09,4912.32,4931.81,505999328.0,2015-04-23,75000.0,75694.0,75000.0,75000.0,69581.0,2015-04-23,12622.6,12747.5,12447.6,12622.6,1958382.0,2015-04-23,65000.0,65000.0,63500.0,64500.0,324800.0,2015-04-23,11882.5,11946.1,11691.9,11819.0,1484362.0
73,2015-04-24,11565.7,11762.9,11565.7,11631.4,1455298.0,2015-04-24,4276.2,4328.3,4250.1,4250.1,112996.0,2015-04-24,19616.0,19669.0,19511.0,19616.0,318870.0,2015-04-20,31.39,32.03,31.29,31.9,188217248,2015-04-20,2084.1,2103.9,2084.1,2100.4,0.0,2015-04-20,4958.07,5000.2,4952.68,4994.6,386630304.0,2015-04-24,75694.0,75694.0,75000.0,75694.0,197007.0,2015-04-24,12622.6,12747.5,12497.6,12622.6,819522.0,2015-04-24,65000.0,67000.0,64000.0,66000.0,869410.0,2015-04-24,11882.5,12073.2,11882.5,12073.2,901766.0
74,2015-04-27,11631.4,11960.0,11631.4,11828.6,2771640.0,2015-04-27,4354.4,4406.6,4354.4,4380.5,635511.0,2015-04-27,19564.0,19669.0,19089.0,19089.0,346380.0,2015-04-21,32.02,32.05,31.67,31.73,129740224,2015-04-21,2102.8,2109.6,2094.4,2097.3,0.0,2015-04-21,5023.96,5028.22,5009.51,5014.1,381514944.0,2015-04-27,75694.0,75694.0,75000.0,75000.0,108245.0,2015-04-27,12872.5,13122.5,12747.5,12872.5,1944185.0,2015-04-27,66500.0,66500.0,65500.0,66000.0,236030.0,2015-04-27,12073.2,12200.2,11946.1,11946.1,1251271.0
75,2015-05-04,11697.2,11828.6,11171.4,11171.4,2661066.0,2015-05-04,4406.6,4406.6,4276.2,4276.2,61789.0,2015-05-04,19089.0,19353.0,18720.0,18773.0,880662.0,2015-04-22,31.75,32.22,31.58,32.16,150618016,2015-04-22,2098.3,2110.0,2091.1,2108.0,0.0,2015-04-22,5026.57,5040.65,4992.62,5035.17,398296096.0,2015-05-04,74305.0,75000.0,73611.0,73611.0,232373.0,2015-05-04,12872.5,12997.5,12247.6,12347.6,2498410.0,2015-05-04,67000.0,67000.0,62500.0,62500.0,511070.0,2015-05-04,11946.1,11946.1,11120.0,11120.0,2477712.0
76,2015-05-05,11171.4,11697.2,11105.7,11631.4,2993743.0,2015-05-05,4250.1,4328.3,4198.0,4328.3,178258.0,2015-05-05,18773.0,19616.0,18720.0,19616.0,816185.0,2015-04-23,32.08,32.6,32.03,32.42,183083616,2015-04-23,2107.2,2120.5,2103.2,2112.9,0.0,2015-04-23,5020.22,5073.09,5019.3,5056.06,435928576.0,2015-05-05,73611.0,73611.0,72222.0,73611.0,305309.0,2015-05-05,12347.6,12622.6,12297.6,12497.6,1356954.0,2015-05-05,62500.0,63500.0,61500.0,63000.0,432150.0,2015-05-05,11247.1,11501.3,10865.8,11437.7,2608740.0
77,2015-05-06,11631.4,11762.9,11500.0,11565.7,2404385.0,2015-05-06,4328.3,4380.5,4276.2,4328.3,532755.0,2015-05-06,19511.0,19722.0,19353.0,19564.0,740322.0,2015-04-24,32.62,32.66,32.31,32.57,178103616,2015-04-24,2112.8,2120.9,2112.8,2117.7,0.0,2015-04-24,5096.34,5100.37,5081.21,5092.09,467318912.0,2015-05-06,73611.0,74305.0,72917.0,73611.0,170309.0,2015-05-06,12497.6,12622.6,12397.6,12397.6,1241419.0,2015-05-06,64000.0,66000.0,63500.0,64000.0,544250.0,2015-05-06,11437.7,11564.8,11183.6,11310.6,1002631.0
